id,user_id,family_id,member_id,scheme_id,sent_approve,scheme_alooted_date,zone,district_id,block_code,ward_village_code,othersubscheme,scheme_comment,otherdepartment,otherscheme,scheme_department_id,sch_cat_dep_rel_id,newdepart_id,newschm_id,reject_status,approved_by_district_user_id,rejected_by_district_user_id,sention_remarks,sention_status,sanction_date,noscheme,transfer_from_dep,transfer_from_scheme,transfer_from_dist,loan_amount,incomeIncreaseUpto,radiobuttonStatus,member_scheme_active
106,237,2OAO3855,LHWP6784,12,0,26/08/2021,Z138,11,,,\N,चूड़ी शॉप,,,\N,4,9,24,1,\N,2,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
107,237,2OAO3855,WCXC6439,16,0,26/08/2021,Z138,11,,,\N,सॉफ्ट ड्रिंक्स एजेंसी,,,\N,4,9,24,1,\N,2,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
108,192,2FJS7559,RPHQ2924,22,1,26/08/2021,Z185,14,,,\N,loan,,,\N,5,4,15,0,241,\N,\N,1,10/11/2021 10:07,0,\N,15,\N,\N,\N,\N,1
109,192,2FJS7559,EHRW6164,22,0,26/08/2021,Z185,14,,,\N,loan,,,\N,5,4,15,1,241,241,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
110,192,9WHQ3166,PTEN8035,30,0,26/08/2021,Z185,14,,,\N,loan,,,\N,9,18,41,1,\N,392,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
111,192,4QCY5096,KRKU0563,30,0,26/08/2021,Z185,14,,,\N,loan,,,\N,9,18,41,1,\N,392,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
112,237,4LOW0058,LWFX4703,16,0,26/08/2021,Z138,11,,,\N,खिलोने की शॉप,,,\N,4,2,6,0,\N,\N,\N,0,\N,0,\N,9,\N,\N,\N,\N,1
113,192,5NUF8271,PGPG0268,30,0,26/08/2021,Z185,14,,,\N,self business,,,\N,9,18,41,1,\N,392,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
114,192,1KMJ3822,JTGA8062,22,0,26/08/2021,Z185,14,,,\N,loan,,,\N,5,4,15,1,241,241,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
115,192,2RXP8917,EGDC4859,30,0,26/08/2021,Z185,14,,,\N,loan,,,\N,9,18,41,1,\N,392,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
116,192,2RXP8917,FGZC1066,30,0,26/08/2021,Z185,14,,,\N,self business,,,\N,9,18,41,1,\N,392,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
117,237,2PJR4395,SMQD3508,16,0,26/08/2021,Z138,11,,,\N,चाय की दुकान,,,\N,4,2,56,0,\N,\N,\N,0,\N,0,\N,9,\N,\N,\N,\N,1
118,237,4LOW0058,AMAN7320,50,0,26/08/2021,Z138,11,,,\N,beautiparllar,,,\N,15,2,54,1,\N,370,\N,0,\N,0,9,24,\N,\N,\N,\N,1
119,237,2PJR4395,PHHZ6290,12,0,26/08/2021,Z138,11,,,\N,चूड़ी शॉप,,,\N,4,2,6,0,\N,\N,\N,0,\N,0,\N,5,\N,\N,\N,\N,1
120,237,2PJR4395,BCZP3066,12,0,26/08/2021,Z138,11,,,\N,चूड़ी शॉप,,,\N,4,2,6,0,\N,\N,\N,0,\N,0,\N,5,\N,\N,\N,\N,1
124,237,2NWX8691,EURY4504,70,0,26/08/2021,Z138,11,,,\N,डाटा एंट्री ऑपरेटर,,,\N,21,8,20,1,\N,447,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
125,237,2NWX8691,YBXE7079,72,0,26/08/2021,Z138,11,,,\N,शिलाई,,,\N,20,8,20,1,\N,447,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
126,237,3ADI8811,TCMD5777,16,0,26/08/2021,Z138,11,,,\N,लकड़ी की टाल,,,\N,4,17,40,0,\N,\N,\N,0,\N,0,2,9,\N,\N,\N,\N,1
127,237,3ADI8811,BQYO4711,16,0,26/08/2021,Z138,11,,,\N,किरयाना की दुकान,,,\N,4,17,40,0,\N,\N,\N,0,\N,0,2,9,\N,\N,\N,\N,1
128,237,1UNV9631,SCGB4328,13,0,26/08/2021,Z138,11,,,\N,चूड़ी शॉप,,,\N,4,2,6,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
129,237,1CWY5700,QUXB5258,37,0,26/08/2021,Z138,11,,,\N,बुढ़ापा पेंशनर,,,\N,14,8,21,1,\N,447,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
130,237,1CWY5700,CSWK8460,37,0,26/08/2021,Z138,11,,,\N,"बुढ़ापा पेंशनर
",,,\N,14,8,21,1,\N,447,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
131,237,2MBZ0662,TKNE1399,50,0,26/08/2021,Z138,11,,,\N,stching,,,\N,15,17,40,0,\N,,\N,0,\N,0,2,54,\N,\N,\N,\N,1
132,237,2MBZ0662,AHFC3452,75,0,26/08/2021,Z138,11,,,\N,NURSING WORK,,,\N,33,13,33,1,209,209,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
133,237,2MBZ0662,SCTM4732,25,0,26/08/2021,Z138,11,,,\N, computer operator,,,\N,8,5,16,1,\N,250,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
135,166,1VJI5671,UFTA3560,19,0,26/08/2021,Z105,8,,,\N,पशुपालन डेयरी,,,\N,5,4,12,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
136,174,2LCY2771,EGNK8505,25,0,27/08/2021,Z095,8,,,\N,"worker
",,,\N,8,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
137,315,4PPE0582,FKTK9399,19,1,27/08/2021,Z207,16,,,\N,पशु पालन,,,\N,5,4,12,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
138,78,1CEK3375,ERZE1577,26,0,27/08/2021,Z270,22,,,\N,"Loan
",,,\N,29,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
139,78,1CEK3375,GTCT3637,23,0,27/08/2021,Z270,22,,,\N,silai,,,\N,6,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
140,78,1CEK3375,CVUB3055,24,0,27/08/2021,Z270,22,,,\N,"computer सीखना चाहता है।
",,,\N,7,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
141,78,2QPR9393,BZPQ5508,26,0,27/08/2021,Z270,22,,,\N,Loan ,,,\N,29,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
142,78,2QPR9393,CTCC7833,23,0,27/08/2021,Z270,22,,,\N,SHG,,,\N,6,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
143,237,4FBT1671,FSGB8588,26,0,27/08/2021,Z138,11,,,\N,"labour
",,,\N,29,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
144,78,1DPS2960,EJCY8504,25,0,27/08/2021,Z270,22,,,\N,Street Vender,,,\N,8,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
145,78,1DPS2960,YELQ4888,23,0,27/08/2021,Z270,22,,,\N,SHG,,,\N,6,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
146,315,1HEI8472,HQFR2258,25,0,27/08/2021,Z207,16,,,\N,office work,,,\N,8,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
147,237,9NIR8606,TURQ6561,36,0,27/08/2021,Z138,11,,,\N,कुछ नही,,,\N,13,8,21,1,\N,447,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
152,310,1CSG9153,ESFQ7809,1,0,31/08/2021,Z265,21,,,\N,farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
153,310,1CSG9153,FEKS7940,12,0,31/08/2021,Z265,21,,,\N,labour,,,\N,4,2,5,1,\N,369,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
154,310,1CSG9153,HUFA6651,11,1,31/08/2021,Z265,21,,,\N,computer,,,\N,3,21,3,0,411,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
155,310,1CBX3397,ZESO3655,1,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
156,310,1CBX3397,ZESO3655,25,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,8,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
157,310,1CBX3397,ZESO3655,71,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,32,8,31,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
158,310,1EOT4614,JVWC6274,1,0,31/08/2021,Z265,21,,,\N,Laber,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
159,310,4KYA2357,BIGL2411,74,0,31/08/2021,Z265,21,,,\N,laber,,,\N,32,8,20,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
160,310,1EHR7724,PHGB1973,1,0,31/08/2021,Z265,21,,,\N,laber,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
161,310,1EHR7724,ZMHO2102,1,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
162,310,4FGL0082,VFJF9521,1,0,31/08/2021,Z265,21,,,\N,laber,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
163,310,3YXD3868,BQNV2203,1,0,31/08/2021,Z265,21,,,\N,Laber,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
164,310,3VVV1744,RHTX6452,1,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
165,310,1UMN7599,REVC4703,34,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,14,8,20,1,\N,274,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
166,310,1UMN7599,FAMJ4993,71,1,31/08/2021,Z265,21,,,\N,Computers,,,\N,32,8,20,0,456,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
167,310,3URQ9861,YZXB7151,74,0,31/08/2021,Z265,21,,,\N,Laber,,,\N,32,8,20,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
168,310,3GOI0406,UBAL2362,1,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
169,310,5DBZ9400,YGGS0470,74,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,32,8,20,1,\N,456,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
170,310,9SGL6046,PHMK6311,1,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
171,310,3UTP3513,DOUO9616,50,0,31/08/2021,Z265,21,,,\N,Laber,,,\N,15,9,24,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
172,310,2RHT9188,JJXV3148,1,0,31/08/2021,Z265,21,,,\N,Laber,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
173,310,5MCP1359,TOGC1368,1,0,31/08/2021,Z265,21,,,\N,Laber,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
174,310,6KSQ4926,NAWE2057,13,0,31/08/2021,Z265,21,,,\N,laber,,,\N,4,2,6,1,\N,389,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
175,310,4YNN4551,FTYW7202,1,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
176,310,3DWS5265,KQXV2221,1,0,31/08/2021,Z265,21,,,\N,farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
177,310,3QPV8591,GBPJ7792,1,0,31/08/2021,Z265,21,,,\N,Laber,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
178,310,3PKH6464,GJAC6074,1,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
179,310,1INB9411,YSST6562,1,0,31/08/2021,Z265,21,,,\N,farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
180,310,1SDJ4646,SKVG2577,1,0,31/08/2021,Z265,21,,,\N,farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
181,310,5PIM2486,DWVJ2015,1,0,31/08/2021,Z265,21,,,\N,farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
182,310,8QHC9524,RTFE9251,74,0,31/08/2021,Z265,21,,,\N,laber,,,\N,32,8,20,1,\N,456,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
183,310,3POZ8144,FEZX7239,1,0,31/08/2021,Z265,21,,,\N,farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
184,310,8VDV2532,GHOA5826,1,0,31/08/2021,Z265,21,,,\N,farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
185,310,1ANG7104,MBIS5715,1,0,31/08/2021,Z265,21,,,\N,laber,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
186,310,6KCF7302,GACR2779,21,0,31/08/2021,Z265,21,,,\N,laber,,,\N,5,4,13,1,\N,91,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
187,310,9MRQ0125,JCUI4565,50,0,31/08/2021,Z265,21,,,\N,Laber,,,\N,15,9,24,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
188,310,1UOO1546,UHYV3238,74,0,31/08/2021,Z265,21,,,\N,laber,,,\N,32,8,20,1,\N,456,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
189,310,6BNY9144,TIPB4880,1,0,31/08/2021,Z265,21,,,\N,laber,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
190,310,3EWJ2937,KJUR1688,1,0,31/08/2021,Z265,21,,,\N,laber,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
191,310,8ARA1214,VUWS1882,1,0,31/08/2021,Z265,21,,,\N,farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
192,310,7BFC2444,SLGY9366,37,1,31/08/2021,Z265,21,,,\N,Laber,,,\N,14,8,21,0,274,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
193,310,2BVX7764,FTNG7760,1,0,31/08/2021,Z265,21,,,\N,farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
194,314,1OAI4253,WUAS8288,84,0,31/08/2021,Z266,21,,,\N,सिलाई का कार्य सीखना ,,,\N,24,14,36,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
195,314,1OAI4253,UQVL8186,37,0,31/08/2021,Z266,21,,,\N,आजीविका हेतु,,,\N,14,8,21,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
196,310,7FLG6502,KJSL9752,1,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
197,310,7LWA9095,MLZK2675,1,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
198,310,4SVJ7011,YEVK2758,21,0,31/08/2021,Z265,21,,,\N,Laber,,,\N,5,4,14,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
199,310,9HOY5912,HBHT0645,1,0,31/08/2021,Z265,21,,,\N,Farmers,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
200,213,3WRA7262,UCDZ3979,30,0,31/08/2021,Z268,21,,,\N,Wants to set up electronic parts and material shop,,,\N,9,13,33,0,\N,\N,\N,0,\N,0,18,41,\N,\N,\N,\N,1
201,313,1XMT1473,QOPE3890,90,1,31/08/2021,Z267,21,,,\N,अपनी बिल्डिंग मैटीरियल की दुकान खोलना चाहते है,,,\N,42,18,41,0,391,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
202,313,1XMT1473,GGPE2282,2,0,31/08/2021,Z267,21,,,\N,कोई भी ऐसा कार्य जो उनके द्वारा किया जा सके।,,,\N,2,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
203,213,3WRA7262,NQJQ9196,23,0,31/08/2021,Z268,21,,,\N,Wants to join SHG,,,\N,6,5,16,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
204,213,5SIB9424,LVNE9615,14,0,31/08/2021,Z268,21,,,\N,She wants to set up a tea stall/shop,,,\N,4,2,56,1,\N,389,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
205,213,5SIB9424,LVNE9615,5,0,31/08/2021,Z268,21,,,\N,Wants to become part of SHG and set up a work of her own,,,\N,2,21,2,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
206,213,1SVQ0351,TVWA5584,20,1,31/08/2021,Z268,21,,,\N,Wants to set up a dairy unit,,,\N,5,4,13,0,91,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
207,213,4AKM3651,UUZM9040,19,1,31/08/2021,Z268,21,,,\N,Wants to set up a 4 unit dairy,,,\N,5,4,12,0,91,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
208,213,4AKM3651,UUZM9040,5,0,31/08/2021,Z268,21,,,\N,Wants to set up her own small business,,,\N,2,21,2,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
209,213,4CTV9220,QBKJ5313,14,0,31/08/2021,Z268,21,,,\N,Set up a small shop,,,\N,4,2,56,1,\N,369,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
210,213,4CTV9220,QBKJ5313,1,0,31/08/2021,Z268,21,,,\N,Parlour and Saloon training,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
211,213,4CTV9220,RLYW9300,5,0,31/08/2021,Z268,21,,,\N,Wants to join SHG,,,\N,2,21,2,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
212,213,3ACA2427,SAIQ3288,18,1,01/09/2021,Z268,21,,,\N,Wants to set up CSC,,,\N,28,3,11,0,105,\N,\N,1,09/11/2021 13:31,0,\N,\N,\N,\N,\N,\N,1
213,213,3ACA2427,SAIQ3288,75,0,01/09/2021,Z268,21,,,\N,Wants to join as Saksham Yuva,,,\N,33,13,33,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
214,213,3ACA2427,BHZZ5973,5,0,01/09/2021,Z268,21,,,\N,Wants to join SHG,,,\N,2,21,2,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
215,213,3ACA2427,BHZZ5973,75,0,01/09/2021,Z268,21,,,\N,Wants to join as Saksham Yuva,,,\N,33,13,33,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
216,213,2PQQ2286,NSHB4368,19,0,01/09/2021,Z268,21,,,\N,Wants to set up Dairy unit,,,\N,5,4,12,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
217,213,2PQQ2286,QLTK2286,5,0,01/09/2021,Z268,21,,,\N,Wants to join SHG,,,\N,2,21,2,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
218,213,8ISD8729,SSLZ6368,39,0,01/09/2021,Z268,21,,,\N,Wants to learn and get heavy vehicle license,,,\N,13,8,22,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
219,213,8ISD8729,MNSS3207,19,0,01/09/2021,Z268,21,,,\N,Wants to set up Dairy unit,,,\N,5,4,12,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
220,213,8ISD8729,MNSS3207,5,0,01/09/2021,Z268,21,,,\N,Wants to be a part of SHG,,,\N,2,21,2,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
221,213,5GDD8870,JEIG9651,19,0,01/09/2021,Z268,21,,,\N,Wants to set up Dairy unit,,,\N,5,4,12,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
222,213,5GDD8870,AGTT4013,5,1,01/09/2021,Z268,21,,,\N,Wants to be a part of SHG,,,\N,2,21,2,0,411,,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
223,213,9EYS5725,EGYU4746,5,0,01/09/2021,Z268,21,,,\N,Wants to be a part of SHG,,,\N,2,21,2,1,\N,411,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
224,213,8TWL0734,CLBM4620,39,0,01/09/2021,Z268,21,,,\N,Heavy vehicle training,,,\N,13,8,22,1,\N,274,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
225,213,2RHV4704,NRAP7397,19,0,01/09/2021,Z268,21,,,\N,Set up Dairy unit,,,\N,5,4,12,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
226,213,2RZS0065,ZJBX4419,1,0,01/09/2021,Z268,21,,,\N,welding and fabrication,,,\N,1,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
227,213,2RZS0065,TAAC9028,82,0,01/09/2021,Z268,21,,,\N,Learn sewing work,,,\N,22,14,36,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
228,213,2RZS0065,TAAC9028,2,0,01/09/2021,Z268,21,,,\N,Join SHG and learn sewing work,,,\N,2,21,1,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
229,213,8DDU1567,MNTI2556,18,0,01/09/2021,Z268,21,,,\N,set up CSC,,,\N,28,3,11,1,105,105,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
230,213,8DDU1567,NQYZ9030,5,0,01/09/2021,Z268,21,,,\N,Wants to join SHG,,,\N,2,21,2,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
231,213,8DDU1567,NQYZ9030,75,0,01/09/2021,Z268,21,,,\N,Work as Saksham Yuva,,,\N,33,13,33,0,\N,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
232,213,2YBD3688,TDVB7713,19,1,01/09/2021,Z268,21,,,\N,Set up Dairy Unit,,,\N,5,4,12,0,91,\N,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
233,213,3XAS9397,AOLE2051,21,0,01/09/2021,Z268,21,,,\N,Set up lamb/sheep rearing,,,\N,5,4,13,1,\N,91,\N,0,\N,0,\N,\N,\N,\N,\N,\N,1
234,213,3XAS9397,HLTU7837,5,1,01/09/2021,Z268,21,,,\N,Wants to be a part of SHG,,,\N,2,21,2,0,411,\N,\N,1,08/11/2021 12:45,0,\N,\N,\N,\N,\N,\N,1
